element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""""","=""260.5205""","=""0.0024""","=""""","=""1.7640e+07""",AAA,"=""[559501.45]""","=""[597874.68]""","=""1s.3p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""265.729""","=""""","=""265.726""","=""0.011""","=""2""","=""5.8049e+06""",AAA,"=""[559499.5]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""265.730""","=""""","=""265.733""","=""0.006""","=""3""","=""9.6758e+06""",AAA,"=""[559500.55]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""265.7396""","=""0.0022""","=""""","=""1.9351e+06""",AAA,"=""[559501.45]""","=""[597121.08]""","=""1s.3p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""267.4415""","=""0.0010""","=""""","=""1.9081e+07""",AAA,"=""[554753.58]""","=""[592133.83]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""267.446""","=""""","=""267.4463""","=""0.0010""","=""""","=""1.9081e+07""",AAA,"=""[554753.58]""","=""[592133.16]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""267.4490""","=""0.0010""","=""""","=""1.9081e+07""",AAA,"=""[554753.58]""","=""[592132.78]""","=""1s.3s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""267.7135""","=""""","=""267.7128036""","=""0.0000021""","=""1*""","=""4.4174e+05""",AAA,"=""[159855.971776]""","=""[197198.33737542]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""T8636c73""","=""L14924""",
He,1,"=""267.7135""","=""""","=""267.7128518""","=""0.0000021""","=""1*""","=""4.4174e+05""",AAA,"=""[159855.971776]""","=""[197198.33066214]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14924""",
He,1,"=""267.7135""","=""""","=""267.7128557""","=""0.0000021""","=""1*""","=""4.4174e+05""",AAA,"=""[159855.971776]""","=""[197198.33011596]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6117592""","=""0.0000021""","=""1*""","=""6.0234e+05""",AAA,"=""[159855.971776]""","=""[196935.33880189]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6118264""","=""0.0000021""","=""1*""","=""6.0234e+05""",AAA,"=""[159855.971776]""","=""[196935.32956383]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14924""",
He,1,"=""269.6119""","=""""","=""269.6118319""","=""0.0000021""","=""1*""","=""6.0234e+05""",AAA,"=""[159855.971776]""","=""[196935.32881198]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14924""",
He,1,"=""272.3191""","=""""","=""272.3191003""","=""0.0000021""","=""1*""","=""8.4996e+05""",AAA,"=""[159855.971776]""","=""[196566.7234987]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,"=""T8636c73""","=""L14924""",
He,1,"=""272.3191""","=""""","=""272.3191983""","=""0.0000021""","=""1*""","=""8.4996e+05""",AAA,"=""[159855.971776]""","=""[196566.7102909]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14924""",
He,1,"=""272.3191""","=""""","=""272.3192063""","=""0.0000021""","=""1*""","=""8.4996e+05""",AAA,"=""[159855.971776]""","=""[196566.7092158]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14924""",
Li,2,"=""""","=""""","=""272.8202""","=""0.0011""","=""""","=""5.124e+06""",AA,"=""[561242.28]""","=""[597885.61]""","=""1s.3d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""272.824""","=""""","=""272.8280""","=""0.0011""","=""*""","=""2.5635e+07""",AAA,"=""[561242.28]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""272.824""","=""""","=""272.8280""","=""0.0011""","=""*""","=""5.3806e+06""",AAA,"=""[561242.28]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""272.8248""","=""0.0011""","=""""","=""6.991e+05""",AA,"=""[561242.90]""","=""[597885.61]""","=""1s.3d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""272.829""","=""""","=""272.8326""","=""0.0011""","=""5*""","=""3.4603e+07""",AAA,"=""[561242.90]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",,"=""T8636c73""","=""L3501""",
Li,2,"=""272.829""","=""""","=""272.8326""","=""0.0011""","=""5*""","=""1.5380e+05""",AAA,"=""[561242.90]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""272.829""","=""""","=""272.8326""","=""0.0011""","=""5*""","=""3.1456e+06""",AAA,"=""[561242.90]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""272.832""","=""""","=""272.8366""","=""0.0017""","=""2""","=""2.9066e+07""",AAA,"=""[561243.43]""","=""[597884.56]""","=""1s.3d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""273.047""","=""""","=""273.0472""","=""0.0011""","=""3""","=""2.8653e+07""",AAA,"=""[561272.75]""","=""[597885.61]""","=""1s.3d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""273.055""","=""""","=""273.0551""","=""0.0011""","=""1""","=""5.796e+06""",AA,"=""[561272.75]""","=""[597884.56]""","=""1s.3d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""273.0551""","=""0.0011""","=""""","=""1.934e+03""",AA,"=""[561272.75]""","=""[597884.56]""","=""1s.3d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""272.67""","=""0.04""","=""""","=""1.0508e+06""",AAA,"=""[561272.75]""","=""[597936.4]""","=""1s.3d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.4913""","=""0.0011""","=""""","=""3.0891e+05""",AAA,"=""[561242.28]""","=""[597662.53]""","=""1s.3d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.4960""","=""0.0011""","=""""","=""1.7305e+06""",AAA,"=""[561242.90]""","=""[597662.53]""","=""1s.3d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.4964""","=""0.0011""","=""""","=""1.5446e+06""",AAA,"=""[561242.28]""","=""[597661.86]""","=""1s.3d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.5000""","=""0.0017""","=""""","=""2.0602e+04""",AAA,"=""[561243.43]""","=""[597662.53]""","=""1s.3d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.5051""","=""0.0017""","=""""","=""5.1503e+05""",AAA,"=""[561243.43]""","=""[597661.86]""","=""1s.3d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""274.5079""","=""0.0017""","=""""","=""2.0601e+06""",AAA,"=""[561243.43]""","=""[597661.48]""","=""1s.3d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""275.3483""","=""0.0014""","=""""","=""2.8420e+01""",AAA,"=""[561272.75]""","=""[597579.66]""","=""1s.3d""","=""1D""","=""2""","=""1s.6s""","=""1S""","=""0""",E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""276.3801583""","=""0.0000021""","=""2*""","=""1.2508e+06""",AAA,"=""[159855.971776]""","=""[196027.3338587]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""276.3803097""","=""0.0000021""","=""2*""","=""1.2508e+06""",AAA,"=""[159855.971776]""","=""[196027.3140350]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""276.3803221""","=""0.0000021""","=""2*""","=""1.2508e+06""",AAA,"=""[159855.971776]""","=""[196027.3124205]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",,"=""T8636c73""","=""L366""",
Li,2,"=""276.699""","=""""","=""276.6989""","=""0.0016""","=""""","=""2.9368e+07""",AAA,"=""[561751.95]""","=""[597881.65]""","=""1s.3p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""276.28""","=""0.04""","=""""","=""5.380e+01""",AA,"=""[561751.95]""","=""[597936.4]""","=""1s.3p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
Be,3,"=""""","=""""","=""277.7""","=""0.5""","=""""","=""2.9351e+07""",AAA,"=""[1177939.7]""","=""[1213944]""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""279.031""","=""""","=""279.0313""","=""0.0017""","=""""","=""1.3884e+07""",AAA,"=""[561751.95]""","=""[597579.66]""","=""1s.3p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",,"=""T8636c73""","=""L3501""",
He,1,"=""281.82""","=""0.03""","=""281.82""","=""0.04""","=""10""","=""""",,"=""481301.5""","=""516775""","=""2p2""","=""3P""","=""0,1,2""","=""2p.3d""","=""3P*""","=""0,1,2""",,"=""""","=""L1786""",
He,1,"=""""","=""""","=""282.9078411""","=""0.0000021""","=""4*""","=""1.9389e+06""",AAA,"=""[159855.971776]""","=""[195192.7746751]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""282.9080951""","=""0.0000021""","=""4*""","=""1.9389e+06""",AAA,"=""[159855.971776]""","=""[195192.7429528]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""282.9081157""","=""0.0000021""","=""4*""","=""1.9389e+06""",AAA,"=""[159855.971776]""","=""[195192.7403680]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""L366""",
Be,3,"=""""","=""""","=""290.3""","=""0.5""","=""""","=""6.7360e+06""",AAA,"=""[1179511.40]""","=""[1213944]""","=""1s.4d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""2.4164e+06""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""1.7567e+07""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""1.0460e+08""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""7.5420e+07""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""8.7867e+07""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""9.2064e+06""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""1.6264e+07""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""290.980""","=""0.011""","=""""","=""4.6491e+05""",AAA,"=""[1179467.30]""","=""[1213823.9]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""291.354""","=""0.011""","=""""","=""8.4430e+07""",AAA,"=""[1179511.40]""","=""[1213823.9]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""291.354""","=""0.011""","=""""","=""1.9936e+07""",AAA,"=""[1179511.40]""","=""[1213823.9]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""291.354""","=""0.011""","=""""","=""8.1456e+03""",AAA,"=""[1179511.40]""","=""[1213823.9]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""293.6""","=""0.5""","=""""","=""2.176e+02""",AA,"=""[1179894.7]""","=""[1213944]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
Li,2,"=""293.402""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
Li,2,"=""293.407""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
Li,2,"=""293.412""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
Li,2,"=""293.425""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
He,1,"=""294.5106""","=""""","=""294.5098929""","=""0.0000021""","=""10*""","=""3.2006e+06""",AAA,"=""[159855.971776]""","=""[193800.7649571]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""294.5106""","=""""","=""294.5103740""","=""0.0000021""","=""10*""","=""3.2006e+06""",AAA,"=""[159855.971776]""","=""[193800.7095104]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""294.5106""","=""""","=""294.5104132""","=""0.0000021""","=""10*""","=""3.2006e+06""",AAA,"=""[159855.971776]""","=""[193800.7049900]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14925c72""",
Li,2,"=""""","=""""","=""295.410""","=""0.020""","=""""","=""2.0309e+07""",AAA,"=""[558777.01]""","=""[592618.4]""","=""1s.3s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""296.3279""","=""0.0016""","=""""","=""1.1383e+02""",AAA,"=""[558777.01]""","=""[592513.56]""","=""1s.3s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
He,1,"=""301.37""","=""0.03""","=""301.371""","=""0.015""","=""40""","=""""",,"=""481301.5""","=""514473.5""","=""2p2""","=""3P""","=""0,1,2""","=""2p.3d""","=""3D*""","=""1,2,3""",,"=""""","=""L1786""",
Li,2,"=""""","=""""","=""302.908""","=""0.014""","=""""","=""4.1793e+07""",AAA,"=""[559499.5]""","=""[592503.22]""","=""1s.3p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""302.912""","=""""","=""302.912""","=""0.014""","=""3*""","=""2.3222e+07""",AAA,"=""[559499.5]""","=""[592502.83]""","=""1s.3p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""302.912""","=""""","=""302.912""","=""0.007""","=""3*""","=""5.5732e+07""",AAA,"=""[559500.55]""","=""[592503.88]""","=""1s.3p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""302.914""","=""""","=""302.918""","=""0.007""","=""3""","=""1.3932e+07""",AAA,"=""[559500.55]""","=""[592503.22]""","=""1s.3p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""302.921""","=""0.008""","=""""","=""1.5481e+06""",AAA,"=""[559500.55]""","=""[592502.83]""","=""1s.3p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""302.929""","=""0.003""","=""""","=""3.0962e+07""",AAA,"=""[559501.45]""","=""[592502.83]""","=""1s.3p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""315.531""","=""""","=""315.526""","=""0.015""","=""3""","=""1.0709e+07""",AAA,"=""[559499.5]""","=""[591183.39]""","=""1s.3p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""315.533""","=""""","=""315.537""","=""0.008""","=""4""","=""1.7850e+07""",AAA,"=""[559500.55]""","=""[591183.39]""","=""1s.3p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""315.546""","=""0.003""","=""""","=""3.5700e+06""",AAA,"=""[559501.45]""","=""[591183.39]""","=""1s.3p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""318.931""","=""0.023""","=""""","=""2.0088e+06""",AAA,"=""[561272.75]""","=""[592618.4]""","=""1s.3d""","=""1D""","=""2""","=""1s.5p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""318.7733181""","=""0.0000020""","=""""","=""5.6361e+06""",AAA,"=""[159855.971776]""","=""[191217.1576834]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""318.7745""","=""""","=""318.7744395""","=""0.0000020""","=""20*""","=""5.6361e+06""",AAA,"=""[159855.971776]""","=""[191217.0473571]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""318.7745""","=""""","=""318.7745310""","=""0.0000020""","=""20*""","=""5.6361e+06""",AAA,"=""[159855.971776]""","=""[191217.0383609]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14925c72""",
Li,2,"=""""","=""""","=""319.6216""","=""0.0014""","=""""","=""1.312e+07""",AA,"=""[561242.28]""","=""[592520.24]""","=""1s.3d""","=""3D""","=""2""","=""1s.5f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""319.626""","=""""","=""319.6318""","=""0.0014""","=""1*""","=""5.1903e+07""",AAA,"=""[561242.28]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""2""","=""1s.5f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.626""","=""""","=""319.6318""","=""0.0014""","=""1*""","=""1.1374e+07""",AAA,"=""[561242.28]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""2""","=""1s.5f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""319.6279""","=""0.0014""","=""""","=""1.773e+06""",AA,"=""[561242.90]""","=""[592520.24]""","=""1s.3d""","=""3D""","=""3""","=""1s.5f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""319.633""","=""""","=""319.6381""","=""0.0014""","=""9*""","=""7.3144e+07""",AAA,"=""[561242.90]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""4""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.633""","=""""","=""319.6381""","=""0.0014""","=""9*""","=""3.2509e+05""",AAA,"=""[561242.90]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.633""","=""""","=""319.6381""","=""0.0014""","=""9*""","=""6.3543e+06""",AAA,"=""[561242.90]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""3""","=""1s.5f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.636""","=""""","=""319.6435""","=""0.0023""","=""4""","=""6.1443e+07""",AAA,"=""[561243.43]""","=""[592519.24]""","=""1s.3d""","=""3D""","=""1""","=""1s.5f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.933""","=""""","=""319.9332""","=""0.0014""","=""5""","=""5.8056e+07""",AAA,"=""[561272.75]""","=""[592520.24]""","=""1s.3d""","=""1D""","=""2""","=""1s.5f""","=""1F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""319.943""","=""""","=""319.9435""","=""0.0014""","=""2""","=""1.483e+07""",AA,"=""[561272.75]""","=""[592519.24]""","=""1s.3d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""""","=""319.9435""","=""0.0014""","=""""","=""4.086e+03""",AA,"=""[561272.75]""","=""[592519.24]""","=""1s.3d""","=""1D""","=""2""","=""1s.5f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""323.1266""","=""""","=""323.1270394""","=""0.0000020""","=""0""","=""5.1015e+05""",AAA,"=""[166277.437635]""","=""[197216.086955998]""","=""1s.2s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,"=""T8636c73""","=""L14924""",
Li,2,"=""""","=""""","=""323.6197""","=""0.0015""","=""""","=""5.9180e+05""",AAA,"=""[561242.28]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""323.6262""","=""0.0015""","=""""","=""3.3152e+06""",AAA,"=""[561242.90]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""3""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""323.6267""","=""0.0015""","=""""","=""2.9592e+06""",AAA,"=""[561242.28]""","=""[592133.16]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""323.6318""","=""0.0023""","=""""","=""3.9467e+04""",AAA,"=""[561243.43]""","=""[592133.83]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""323.6388""","=""0.0023""","=""""","=""9.8667e+05""",AAA,"=""[561243.43]""","=""[592133.16]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""323.6428""","=""0.0023""","=""""","=""3.9467e+06""",AAA,"=""[561243.43]""","=""[592132.78]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
